Acidity,Aftertaste,Aroma,Balance,Body,C1,C2,Clean.Cup,Country,Cupper.Points,Flavor,Grading,Harvest,Moisture,Owner,Species,Sweetness,Total.Cup.Points,Uniform.Cup,Uniformity
7.33,7.33,7.58,7.67,7.5,0,2,10.0,Costa Rica,7.33,7.33,"March 21st, 2014",2013,0.11,"ceca, s.a.",Arabica,10.0,82.08,,10.0
7.25,7.58,7.25,7.42,7.5,0,0,10.0,United States (Hawaii),7.5,7.58,"November 26th, 2012",2012,0.11,kona pacific farmers cooperative,Arabica,10.0,82.08,,10.0
7.33,7.5,7.42,7.42,7.42,0,7,10.0,Mexico,7.42,7.58,"September 10th, 2012",2012,0.13,"el equimite, cafetal biodinámico",Arabica,10.0,82.08,,10.0
7.5,7.42,7.5,7.5,7.25,3,13,10.0,Mexico,7.5,7.42,"August 30th, 2012",2012,0.13,julio perez hernandez,Arabica,10.0,82.08,,10.0
7.58,7.25,7.67,7.33,7.42,0,11,10.0,Mexico,7.33,7.5,"July 26th, 2012",2012,0.11,rosa aurora falcon fernandez,Arabica,10.0,82.08,,10.0
7.08,7.17,7.67,7.08,7.67,0,2,10.0,Vietnam,7.42,8.0,"July 23rd, 2012",2012,0.12,royal base corporation,Arabica,10.0,82.08,,10.0
7.75,7.25,7.58,7.42,7.33,0,1,10.0,Mexico,7.33,7.42,"July 11th, 2012",2012,0.11,sergio de la vequia bernardi,Arabica,10.0,82.08,,10.0
7.58,7.33,7.33,7.83,7.08,0,2,10.0,United States (Hawaii),7.42,7.5,"February 23rd, 2012",2012,0.1,kona pacific farmers cooperative,Arabica,10.0,82.08,,10.0
7.33,7.67,7.67,7.58,7.25,1,5,10.0,Colombia,7.17,7.42,"April 18th, 2011",January 2011,0.08,carcafe ltda ci,Arabica,10.0,82.08,,10.0
7.5,7.17,7.5,7.42,7.5,0,1,10.0,Honduras,7.42,7.5,"June 1st, 2017",2017,0.12,bismarck castro,Arabica,10.0,82.0,,10.0
7.33,7.25,7.5,7.5,7.42,0,7,10.0,Honduras,7.5,7.5,"April 6th, 2017",2016,0.1,bismarck castro,Arabica,10.0,82.0,,10.0
7.5,7.42,7.5,7.42,7.33,0,3,10.0,Brazil,7.5,7.33,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,82.0,,10.0
7.42,7.33,7.67,7.42,7.42,0,20,10.0,"Tanzania, United Republic Of",7.42,7.33,"November 16th, 2015",2015,0.13,didas,Arabica,10.0,82.0,,10.0
7.33,7.25,7.42,7.5,7.5,0,0,10.0,Laos,7.5,7.5,"November 5th, 2015",2015,0.12,minwook ku,Arabica,10.0,82.0,,10.0
7.58,7.33,7.42,7.42,7.33,0,3,10.0,"Tanzania, United Republic Of",7.5,7.42,"December 18th, 2014",2014,0.12,finca estate,Arabica,10.0,82.0,,10.0
7.58,7.33,7.5,7.5,7.33,0,1,10.0,Malawi,7.33,7.42,"October 31st, 2014",2014,0.13,afca,Arabica,10.0,82.0,,10.0
7.42,7.17,7.33,7.33,7.5,0,0,10.0,Taiwan,7.75,7.5,"July 22nd, 2014",2013,0.09,"lin, che-hao krude 林哲豪",Arabica,10.0,82.0,,10.0
7.42,7.42,7.58,7.42,7.33,0,0,10.0,Thailand,7.33,7.5,"June 20th, 2014",2013,0.11,doi tung development project,Arabica,10.0,82.0,,10.0
7.33,7.33,7.5,7.5,7.75,0,4,10.0,Costa Rica,7.33,7.25,"June 9th, 2014",2013,0.1,eric thormaehlen,Arabica,10.0,82.0,,10.0
7.5,7.33,7.33,7.83,7.5,0,5,10.0,Honduras,7.17,7.33,"April 30th, 2014",2014,0.11,beneficio santa rosa,Arabica,10.0,82.0,,10.0
7.5,7.58,7.33,7.58,7.5,0,1,10.0,Colombia,7.17,7.33,"September 13th, 2013",2013,0.11,racafe & cia s.c.a,Arabica,10.0,82.0,,10.0
7.42,7.33,7.42,7.5,8.0,0,0,10.0,Taiwan,7.42,7.58,"June 3rd, 2013",2012,0.12,"lin, che-hao krude 林哲豪",Arabica,10.0,82.0,,9.33
7.17,7.42,7.33,7.42,7.33,0,0,10.0,Brazil,7.67,7.67,"May 21st, 2013",2012,0.11,owen carver,Arabica,10.0,82.0,,10.0
7.5,7.25,7.67,7.42,7.42,0,1,10.0,Mexico,7.42,7.33,"July 11th, 2012",2012,0.12,jorge octavio escamilla prado,Arabica,10.0,82.0,,10.0
7.5,7.33,7.42,7.5,7.33,0,1,10.0,Brazil,7.42,7.5,"June 4th, 2012",2012,0.12,nucoffee,Arabica,10.0,82.0,,10.0
7.5,7.25,7.42,7.42,7.5,0,1,10.0,Brazil,7.42,7.5,"April 11th, 2012",2012,0.11,nucoffee,Arabica,10.0,82.0,,10.0
7.5,7.33,7.33,7.67,7.67,0,3,10.0,Guatemala,7.17,7.33,"March 26th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,82.0,,10.0
7.5,7.17,7.58,7.42,7.5,0,2,10.0,Brazil,7.33,7.5,"February 17th, 2012",2012,0.12,nucoffee,Arabica,10.0,82.0,,10.0
7.42,7.33,7.75,7.67,7.75,0,10,10.0,Guatemala,7.42,7.33,"February 1st, 2012",2012,0.0,felipe isaza,Arabica,9.33,82.0,,10.0
7.42,7.08,7.33,7.67,7.5,0,2,10.0,Colombia,8.0,7.0,"July 29th, 2011",Mayo a Julio,0.07,racafe & cia s.c.a,Arabica,10.0,82.0,,10.0
7.58,7.25,7.58,7.5,7.58,0,1,10.0,Guatemala,7.58,7.5,"August 22nd, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,81.92,,9.33
7.42,7.25,7.5,7.42,7.42,0,0,10.0,Guatemala,7.42,7.5,"June 22nd, 2017",2017,0.11,juan luis alvarado romero,Arabica,10.0,81.92,,10.0
7.33,7.25,7.58,7.5,7.42,0,1,10.0,Honduras,7.33,7.5,"June 1st, 2017",2017,0.12,bismarck castro,Arabica,10.0,81.92,,10.0
7.5,7.33,7.42,7.33,7.5,0,4,10.0,Brazil,7.5,7.33,"October 26th, 2016",2016 / 2017,0.11,gabriel barbara,Arabica,10.0,81.92,,10.0
7.5,7.33,7.67,7.67,7.5,0,2,10.0,El Salvador,7.33,7.58,"May 5th, 2015",2014,0.11,consejo salvadoreño del café,Arabica,9.33,81.92,,10.0
7.83,7.17,7.58,7.33,7.17,0,7,10.0,Guatemala,7.25,7.58,"April 20th, 2015",2015,0.11,juan luis alvarado romero,Arabica,10.0,81.92,,10.0
7.42,7.33,7.33,7.58,7.5,0,4,10.0,"Tanzania, United Republic Of",7.42,7.33,"January 6th, 2015",2014,0.12,mcomafa co ltd,Arabica,10.0,81.92,,10.0
7.17,7.25,7.58,7.67,7.5,3,4,10.0,Nicaragua,7.33,7.42,"July 29th, 2014",2013,0.12,chris finch,Arabica,10.0,81.92,,10.0
7.33,7.42,7.67,7.42,7.75,1,3,10.0,Zambia,7.25,7.08,"June 20th, 2014",2014,0.0,lusso lab,Arabica,10.0,81.92,,10.0
7.58,7.33,7.42,7.5,7.33,0,0,10.0,Honduras,7.42,7.33,"January 17th, 2014",2012,0.11,rob tuttle,Arabica,10.0,81.92,,10.0
7.25,7.42,7.5,7.5,7.5,0,0,10.0,Taiwan,7.25,7.5,"December 26th, 2013",2012,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.92,,10.0
7.58,7.25,7.58,7.25,7.5,0,6,10.0,Mexico,7.25,7.5,"March 29th, 2013",2013,0.12,calixto guillen vazquez,Arabica,10.0,81.92,,10.0
7.25,7.25,7.5,7.5,7.5,2,7,10.0,Mexico,7.42,7.5,"September 27th, 2012",2012,0.13,saul m. hernandez ramirez,Arabica,10.0,81.92,,10.0
7.5,7.25,7.5,7.33,7.33,2,8,10.0,Mexico,7.58,7.42,"September 27th, 2012",2012,0.14,saul m. hernandez ramirez,Arabica,10.0,81.92,,10.0
7.58,7.17,7.33,7.33,7.42,0,4,10.0,Mexico,7.5,7.58,"July 11th, 2012",2012,0.12,juan hermilio sampieri carcamo,Arabica,10.0,81.92,,10.0
7.83,7.33,7.67,7.5,7.5,0,0,10.0,Mexico,7.33,7.42,"July 11th, 2012",2012,0.12,modesto landeros flores,Arabica,10.0,81.92,,9.33
7.5,7.25,7.42,7.5,7.33,0,3,10.0,Brazil,7.33,7.58,"February 29th, 2012",2012,0.12,nucoffee,Arabica,10.0,81.92,,10.0
7.58,7.33,7.67,7.33,7.33,0,1,10.0,Colombia,7.33,7.33,"February 1st, 2011",4T/2010,0.09,exportadora de cafe condor s.a,Arabica,10.0,81.92,,10.0
7.5,7.25,7.42,7.42,7.33,1,1,10.0,Guatemala,7.42,7.5,"August 22nd, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,81.83,,10.0
7.33,7.5,7.25,7.42,7.67,1,4,10.0,Costa Rica,7.33,7.33,"February 13th, 2017",2016,0.0,troy quimby,Arabica,10.0,81.83,,10.0
7.5,7.42,7.42,7.25,7.42,0,3,10.0,Brazil,7.33,7.5,"January 20th, 2017",2016,0.11,gabriel barbara,Arabica,10.0,81.83,,10.0
7.75,7.58,7.75,7.83,7.92,0,0,10.0,Indonesia,5.17,7.83,"January 19th, 2017",2015,0.11,aulia arif syahri,Arabica,10.0,81.83,,10.0
7.42,7.33,7.58,7.25,7.58,2,6,10.0,Guatemala,7.17,7.5,"August 2nd, 2016",2015,0.1,juan luis alvarado romero,Arabica,10.0,81.83,,10.0
7.5,6.83,7.17,7.25,7.75,0,1,10.0,Brazil,7.75,7.58,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,81.83,,10.0
6.92,6.92,7.58,7.5,7.67,0,0,10.0,Brazil,8.25,7.0,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,81.83,,10.0
7.42,7.5,7.33,7.33,7.33,0,2,10.0,Myanmar,7.33,7.58,"July 17th, 2015",2015,0.0,u mg mg,Arabica,10.0,81.83,,10.0
7.5,7.33,7.58,7.33,7.17,0,7,10.0,Mexico,7.42,7.5,"June 25th, 2015",2015,0.11,viridiana,Arabica,10.0,81.83,,10.0
7.5,7.33,7.5,7.25,7.42,0,1,10.0,Honduras,7.33,7.5,"May 12th, 2015",2015,0.12,cadexsa,Arabica,10.0,81.83,,10.0
7.25,7.5,7.67,7.42,7.08,0,0,10.0,Costa Rica,7.42,7.5,"May 7th, 2015",2015,0.09,"cafetalera internacional cafinter, s.a.",Arabica,10.0,81.83,,10.0
7.25,7.17,7.67,7.33,7.75,0,0,10.0,Taiwan,7.33,7.33,"April 30th, 2015",2014,0.0,"lin, che-hao krude 林哲豪",Arabica,10.0,81.83,,10.0
7.33,7.42,7.42,7.42,7.42,2,6,10.0,Indonesia,7.42,7.42,"March 21st, 2015",2014,0.11,essencecoffee,Arabica,10.0,81.83,,10.0
7.33,7.33,7.58,7.42,7.33,0,0,10.0,Malawi,7.42,7.42,"October 31st, 2014",2014,0.13,afca,Arabica,10.0,81.83,,10.0
7.17,7.25,7.33,7.33,7.83,0,0,10.0,Brazil,7.33,7.58,"October 15th, 2014",2014/2015,0.11,ipanema coffees,Arabica,10.0,81.83,,10.0
7.33,7.33,7.5,7.33,7.33,0,4,10.0,Honduras,7.5,7.5,"May 16th, 2014",2014,0.1,,Arabica,10.0,81.83,,10.0
7.5,7.25,7.42,7.42,7.33,0,0,10.0,Mexico,7.5,7.42,"April 26th, 2014",2014,0.11,kurt kappeli,Arabica,10.0,81.83,,10.0
7.42,7.0,7.5,7.58,7.5,2,0,10.0,Colombia,7.33,7.5,"July 19th, 2013",2013,0.0,racafe & cia s.c.a,Arabica,10.0,81.83,,10.0
8.0,7.83,7.83,7.83,7.83,1,1,6.67,United States (Hawaii),8.0,7.83,"March 6th, 2013",2012,0.0,kona pacific farmers cooperative,Arabica,10.0,81.83,,10.0
7.42,7.5,7.75,7.75,7.83,0,0,9.33,Brazil,7.83,7.75,"March 2nd, 2013",2012,0.12,jacques pereira carneiro,Arabica,9.33,81.83,,9.33
7.33,7.33,7.83,7.83,7.67,0,1,10.0,Guatemala,7.5,7.67,"February 26th, 2013",2013,0.11,juan luis alvarado romero,Arabica,9.33,81.83,,9.33
7.58,7.25,7.83,7.33,7.25,0,2,10.0,Mexico,7.25,7.33,"August 31st, 2012",2012,0.12,christina dusing,Arabica,10.0,81.83,,10.0
7.5,7.25,7.33,7.5,7.5,0,10,10.0,Mexico,7.42,7.33,"July 11th, 2012",2012,0.12,jorge francisco martinez hachity,Arabica,10.0,81.83,,10.0
7.5,7.25,7.33,7.25,7.5,0,2,10.0,Brazil,7.33,7.67,"October 28th, 2011",2011,0.02,nucoffee,Arabica,10.0,81.83,,10.0
7.58,7.17,7.58,7.33,7.33,0,0,10.0,Colombia,7.33,7.5,"June 14th, 2011",1t/2011,0.05,exportadora de cafe condor s.a,Arabica,10.0,81.83,,10.0
7.67,7.83,7.25,7.75,7.75,3,12,9.33,United States (Hawaii),7.33,7.58,"May 24th, 2010",,0.02,kona pacific farmers cooperative,Arabica,10.0,81.83,,9.33
7.42,7.25,7.5,7.33,7.42,0,1,10.0,Guatemala,7.33,7.5,"June 22nd, 2017",2017,0.11,juan luis alvarado romero,Arabica,10.0,81.75,,10.0
7.5,7.33,7.0,7.33,7.5,0,0,10.0,Vietnam,8.0,7.08,"December 21st, 2015",2014,0.12,"sunvirtue co., ltd.",Arabica,10.0,81.75,,10.0
7.42,7.42,7.42,7.33,7.33,0,4,10.0,"Tanzania, United Republic Of",7.42,7.42,"January 8th, 2015",2014,0.12,ngorogoro convenant estate,Arabica,10.0,81.75,,10.0
7.25,7.17,7.17,8.25,7.42,0,1,10.0,Brazil,7.25,7.25,"August 25th, 2014",2013,0.1,cafe politico,Arabica,10.0,81.75,,10.0
7.42,7.33,7.5,7.25,7.25,2,9,10.0,Mexico,7.5,7.5,"September 27th, 2012",2012,0.13,saul m. hernandez ramirez,Arabica,10.0,81.75,,10.0
7.67,7.17,7.42,7.42,7.33,0,23,10.0,Mexico,7.25,7.5,"September 10th, 2012",2012,0.13,sergio landa alarcon,Arabica,10.0,81.75,,10.0
7.58,7.33,7.42,7.33,7.33,0,1,10.0,Mexico,7.25,7.5,"September 4th, 2012",2012,0.11,diego manuel woolrich ramirez,Arabica,10.0,81.75,,10.0
7.67,7.33,7.33,7.25,7.42,10,14,10.0,Mexico,7.33,7.42,"August 30th, 2012",2012,0.12,armando luis pohlenz martinez,Arabica,10.0,81.75,,10.0
7.33,7.25,7.5,7.25,7.67,0,1,10.0,Mexico,7.33,7.42,"June 6th, 2012",2012,0.12,enrique eduardo lopez aguilar,Arabica,10.0,81.75,,10.0
7.33,7.33,7.33,7.67,7.5,0,1,10.0,Colombia,7.17,7.42,"December 22nd, 2011",2011,0.0,exportadora de cafe condor s.a,Arabica,10.0,81.75,,10.0
7.08,6.92,7.42,8.0,7.25,0,0,10.0,Colombia,7.5,7.58,"October 4th, 2011",Mayo a Julio,0.08,racafe & cia s.c.a,Arabica,10.0,81.75,,10.0
7.5,7.25,7.42,7.25,7.5,0,5,10.0,Brazil,7.25,7.5,"October 20th, 2017",2017 / 2018,0.11,ipanema coffees,Arabica,10.0,81.67,,10.0
7.42,7.08,7.42,7.42,7.33,0,1,10.0,Guatemala,7.58,7.42,"August 22nd, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,81.67,,10.0
7.67,7.17,7.42,7.42,7.33,0,3,10.0,Guatemala,7.33,7.33,"June 5th, 2017",2017,0.12,juan luis alvarado romero,Arabica,10.0,81.67,,10.0
7.33,7.33,7.58,7.25,7.42,0,2,10.0,Honduras,7.25,7.5,"May 2nd, 2016",2016,0.11,cadexsa,Arabica,10.0,81.67,,10.0
7.42,7.33,7.17,7.33,7.5,0,1,10.0,"Tanzania, United Republic Of",7.58,7.33,"April 27th, 2016",2016,0.0,taylor winch (coffee) ltd.,Arabica,10.0,81.67,,10.0
7.25,7.25,7.58,7.25,7.5,0,1,10.0,Nicaragua,7.33,7.5,"March 11th, 2016",,0.1,"comercial internacional exportadora, s.a.",Arabica,10.0,81.67,,10.0
7.67,7.75,7.75,7.83,5.25,0,1,10.0,Colombia,7.67,7.75,"January 21st, 2016",2016,0.0,racafe & cia s.c.a,Arabica,10.0,81.67,,10.0
7.42,6.92,7.25,7.58,7.5,0,0,10.0,Brazil,7.25,7.75,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,81.67,,10.0
7.42,7.25,7.42,7.42,7.5,0,0,10.0,"Tanzania, United Republic Of",7.33,7.33,"January 2nd, 2015",2014,0.12,dae ltd company,Arabica,10.0,81.67,,10.0
7.25,7.5,7.33,7.33,7.42,0,7,10.0,"Tanzania, United Republic Of",7.5,7.33,"December 15th, 2014",2013,0.12,tembo coffee company ltd,Arabica,10.0,81.67,,10.0
7.5,7.25,7.25,7.42,7.5,0,2,10.0,Brazil,7.33,7.42,"October 16th, 2014",2014/2015,0.1,ipanema coffees,Arabica,10.0,81.67,,10.0
7.42,7.33,7.17,7.42,7.33,0,0,10.0,Indonesia,7.58,7.42,"May 23rd, 2014",2013,0.11,chris finch,Arabica,10.0,81.67,,10.0
7.5,7.5,7.5,7.17,7.17,0,5,10.0,Honduras,7.5,7.33,"May 16th, 2014",2014,0.1,,Arabica,10.0,81.67,,10.0
7.17,7.17,7.5,7.08,7.5,0,3,10.0,Costa Rica,8.08,7.17,"April 26th, 2014",2013,0.11,"ceca, s.a.",Arabica,10.0,81.67,,10.0
8.0,7.67,7.42,7.5,7.58,0,4,9.33,Mexico,7.42,7.42,"April 2nd, 2014",2014,0.0,dane loraas,Arabica,10.0,81.67,,9.33
7.25,7.5,7.5,7.25,7.42,0,0,10.0,Taiwan,7.25,7.5,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.67,,10.0
7.42,7.33,7.58,7.33,7.33,0,0,10.0,Taiwan,7.25,7.42,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.67,,10.0
7.58,7.08,7.5,7.33,7.33,0,6,10.0,Mexico,7.42,7.42,"March 29th, 2013",2013,0.12,fredy gordillo reyes,Arabica,10.0,81.67,,10.0
7.33,7.33,7.5,7.33,7.33,0,4,10.0,Guatemala,7.17,7.67,"October 5th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,81.67,,10.0
7.67,7.58,7.25,7.58,7.67,1,13,10.0,Mexico,7.58,7.67,"September 11th, 2012",2012,0.13,virginia gordillo gordillo,Arabica,10.0,81.67,,8.67
7.75,7.17,7.67,7.25,7.5,0,4,10.0,Mexico,7.08,7.25,"August 30th, 2012",2012,0.11,jose luis munoz guerrero,Arabica,10.0,81.67,,10.0
7.42,7.33,7.5,7.42,7.42,0,2,10.0,Mexico,7.17,7.42,"July 27th, 2012",2012,0.11,christina dusing,Arabica,10.0,81.67,,10.0
7.58,7.25,7.58,7.17,7.25,0,2,10.0,Mexico,7.42,7.42,"April 2nd, 2012",2012,0.11,alfredo bojalil,Arabica,10.0,81.67,,10.0
7.17,7.25,7.75,7.33,7.58,0,4,10.0,Mexico,7.67,7.58,"February 29th, 2012",2012,0.11,miguel cortes moreno,Arabica,10.0,81.67,,9.33
7.33,7.33,7.42,7.83,7.17,1,1,10.0,United States (Hawaii),7.25,7.33,"February 8th, 2012",2012,0.1,kona pacific farmers cooperative,Arabica,10.0,81.67,,10.0
7.42,7.08,7.5,7.33,7.5,0,3,10.0,Honduras,7.33,7.42,"January 19th, 2018",2018,0.11,mdh,Arabica,10.0,81.58,,10.0
7.5,7.08,7.42,7.33,7.42,0,0,10.0,Guatemala,7.42,7.42,"June 1st, 2017",2017,0.12,juan luis alvarado romero,Arabica,10.0,81.58,,10.0
7.67,7.25,7.42,7.25,7.33,0,0,10.0,Taiwan,7.25,7.42,"July 15th, 2016",2016,0.1,"lin, che-hao krude 林哲豪",Arabica,10.0,81.58,,10.0
7.17,7.5,7.58,7.58,7.08,0,1,10.0,Costa Rica,7.25,7.42,"February 3rd, 2015",2015,0.12,"ceca, s.a.",Arabica,10.0,81.58,,10.0
7.42,7.33,7.42,7.33,7.42,0,5,10.0,"Tanzania, United Republic Of",7.25,7.42,"December 18th, 2014",2014,0.12,acacia hills ltd,Arabica,10.0,81.58,,10.0
7.58,7.17,7.42,7.33,7.33,0,0,10.0,Malawi,7.33,7.42,"October 31st, 2014",2014,0.13,afca,Arabica,10.0,81.58,,10.0
7.08,7.08,7.33,8.25,8.33,0,0,10.0,Taiwan,7.0,7.17,"August 25th, 2014",2014,0.0,"lin, che-hao krude 林哲豪",Arabica,9.33,81.58,,10.0
7.33,7.33,7.42,7.25,7.5,0,3,10.0,Brazil,7.33,7.42,"November 6th, 2013",2013/2014,0.12,ipanema coffees,Arabica,10.0,81.58,,10.0
7.58,7.17,7.42,7.5,7.42,0,1,10.0,Guatemala,7.17,7.33,"July 16th, 2013",2013,0.12,juan luis alvarado romero,Arabica,10.0,81.58,,10.0
7.5,7.42,7.67,7.42,6.75,0,9,10.0,Mexico,7.33,7.5,"March 29th, 2013",2013,0.12,fredy gordillo reyes,Arabica,10.0,81.58,,10.0
7.5,7.25,7.33,7.17,7.5,0,0,10.0,Mexico,7.33,7.5,"June 6th, 2012",2012,0.11,enrique eduardo lopez aguilar,Arabica,10.0,81.58,,10.0
7.58,7.42,7.67,7.42,7.58,0,2,10.0,Mexico,7.67,7.58,"June 6th, 2012",2012,0.11,enrique eduardo lopez aguilar,Arabica,8.67,81.58,,10.0
7.58,7.58,7.08,7.5,7.17,0,0,10.0,Thailand,7.33,7.33,"November 16th, 2011",2011,0.01,doi chaang coffee company,Arabica,10.0,81.58,,10.0
7.5,7.17,7.33,7.33,7.58,0,0,10.0,Thailand,7.33,7.33,"August 16th, 2011",2011,0.2,doi tung development project,Arabica,10.0,81.58,,10.0
7.33,7.33,7.25,7.75,7.5,0,1,10.0,Costa Rica,7.25,7.17,"June 14th, 2011",,0.0,benjamin schmerler,Arabica,10.0,81.58,,10.0
7.42,7.17,7.67,7.42,7.33,0,0,10.0,Guatemala,7.58,7.58,"August 23rd, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,81.5,,9.33
7.33,7.33,7.5,7.33,7.25,0,3,10.0,Nicaragua,7.33,7.42,"June 20th, 2017",2017,0.11,"exportadora atlantic, s.a.",Arabica,10.0,81.5,,10.0
7.42,7.33,7.5,7.25,7.17,0,5,10.0,Honduras,7.33,7.5,"June 3rd, 2017",2017,0.1,elsy reyes,Arabica,10.0,81.5,,10.0
7.25,7.25,7.5,7.25,7.5,0,0,10.0,Guatemala,7.33,7.42,"June 1st, 2017",2017,0.12,juan luis alvarado romero,Arabica,10.0,81.5,,10.0
7.08,7.33,7.5,7.25,7.58,0,2,10.0,Taiwan,7.33,7.42,"September 17th, 2015",2015,0.12,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.5,,10.0
7.5,7.25,7.25,7.33,7.33,0,4,10.0,Myanmar,7.42,7.42,"July 17th, 2015",2015,0.0,genius coffee,Arabica,10.0,81.5,,10.0
7.08,7.08,7.83,7.5,7.33,1,2,10.0,Costa Rica,7.33,7.33,"January 7th, 2015",2014,0.12,santa laura exportadora de cafe s.l.e.c. s.a.,Arabica,10.0,81.5,,10.0
7.5,6.92,7.67,7.17,7.5,0,0,10.0,Malawi,7.33,7.42,"November 4th, 2014",2014,0.12,afca,Arabica,10.0,81.5,,10.0
7.58,7.17,7.5,7.42,7.25,0,0,10.0,Guatemala,7.17,7.42,"September 23rd, 2014",2014,0.12,juan luis alvarado romero,Arabica,10.0,81.5,,10.0
7.33,7.67,7.42,7.5,7.42,0,0,10.0,Taiwan,7.5,7.33,"August 18th, 2014",2014,0.11,"lin, che-hao krude 林哲豪",Arabica,9.33,81.5,,10.0
7.67,7.5,7.58,7.83,7.67,1,1,9.33,Brazil,7.75,7.5,"July 29th, 2014",2014,0.0,jacques pereira carneiro,Arabica,9.33,81.5,,9.33
7.42,7.25,7.42,7.33,7.42,0,0,10.0,Haiti,7.33,7.33,"May 5th, 2014",2013,0.11,myriam kaplan-pasternak,Arabica,10.0,81.5,,10.0
7.25,7.25,7.5,7.33,7.33,0,0,10.0,Taiwan,7.42,7.42,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.5,,10.0
7.42,7.17,7.33,7.5,7.5,0,2,10.0,Mexico,7.25,7.33,"March 11th, 2013",2013,0.13,alfredo bojalil,Arabica,10.0,81.5,,10.0
7.42,7.25,7.58,7.33,7.33,0,5,10.0,Mexico,7.17,7.42,"August 30th, 2012",2012,0.12,alfredo bojalil,Arabica,10.0,81.5,,10.0
7.42,7.17,7.42,8.0,7.17,0,10,10.0,Mexico,7.08,7.25,"August 29th, 2012",2012,0.12,jose luis munoz guerrero,Arabica,10.0,81.5,,10.0
7.33,7.33,7.33,7.42,7.33,0,6,10.0,Mexico,7.25,7.5,"August 1st, 2012",2012,0.11,jose luis munoz guerrero,Arabica,10.0,81.5,,10.0
7.17,7.33,7.42,7.42,7.25,0,5,10.0,Mexico,7.5,7.42,"July 26th, 2012",2012,0.13,tomas edelmann blass,Arabica,10.0,81.5,,10.0
7.5,7.25,7.5,7.58,7.42,0,3,10.0,Mexico,7.42,7.5,"July 26th, 2012",2012,0.11,maria de la paz aguilar guillen,Arabica,10.0,81.5,,9.33
7.33,7.17,7.75,7.33,7.58,0,0,10.0,Indonesia,7.17,7.17,"May 24th, 2012",2012,0.12,specialty coffee association of indonesia,Arabica,10.0,81.5,,10.0
7.42,7.17,7.5,7.33,7.5,0,2,10.0,Brazil,7.17,7.42,"April 12th, 2012",2012,0.12,jacques pereira carneiro,Arabica,10.0,81.5,,10.0
7.42,7.33,7.33,7.33,7.17,0,1,10.0,Guatemala,7.42,7.5,"January 25th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,81.5,,10.0
7.42,7.17,7.42,7.33,7.42,1,0,10.0,Colombia,7.33,7.42,"September 7th, 2011",Abril - Julio,0.06,racafe & cia s.c.a,Arabica,10.0,81.5,,10.0
7.5,7.33,7.33,7.83,7.5,0,17,10.0,United States (Hawaii),7.33,7.33,"June 29th, 2010",,0.0,kona pacific farmers cooperative,Arabica,10.0,81.5,,9.33
7.33,7.08,7.58,7.33,7.5,1,17,10.0,Mexico,7.25,7.33,"May 12th, 2017",2017,0.12,cafes tomari sa de cv,Arabica,10.0,81.42,,10.0
7.58,7.08,7.42,7.25,7.33,0,0,10.0,Guatemala,7.42,7.33,"March 17th, 2016",2016,0.1,juan luis alvarado romero,Arabica,10.0,81.42,,10.0
7.33,7.5,7.33,7.42,6.83,0,2,10.0,Brazil,7.5,7.5,"December 3rd, 2015",2015/2016,0.11,cafebras,Arabica,10.0,81.42,,10.0
7.25,7.17,7.5,7.42,7.5,0,1,10.0,Honduras,7.25,7.33,"May 12th, 2015",2015,0.12,cadexsa,Arabica,10.0,81.42,,10.0
7.17,7.42,7.83,7.08,7.08,0,0,10.0,Taiwan,7.08,7.75,"November 23rd, 2014",2014,0.12,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.42,,10.0
7.42,7.33,7.58,7.42,7.08,0,0,10.0,Malawi,7.42,7.17,"November 4th, 2014",2014,0.12,afca,Arabica,10.0,81.42,,10.0
7.17,7.42,7.25,7.33,7.33,0,0,10.0,Brazil,7.42,7.5,"October 17th, 2014",2014/2015,0.0,ipanema coffees,Arabica,10.0,81.42,,10.0
7.42,7.17,7.42,7.42,7.42,0,6,10.0,Guatemala,7.08,7.5,"May 26th, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,81.42,,10.0
